2448.985942,1115.594704,1943.984139
2811.043262,746.463111,1911.954424
2448.985942,1115.594704,1943.984139
3873.484244,3242.555666,1208.898749
2566.103636,2672.858242,1971.794511
710.645309,446.020240,2355.783796
2448.985942,1115.594704,1943.984139
710.645309,446.020240,2355.783796
2811.043262,746.463111,1911.954424
857.086732,404.179598,2304.047210
2811.043262,746.463111,1911.954424
3726.894268,3820.897141,1259.864221
3924.119108,2043.802294,1475.158676
639.666180,562.582540,2413.541999
2075.578768,663.658243,2069.726958
