-72.851573,-144.474306,388.682939
-76.210140,-131.540681,364.146099
-72.586639,-145.981593,370.007019
-74.791782,-180.684222,390.571540
-76.709787,-182.972759,397.469723
-77.525874,-181.867238,419.558345
-76.239124,-170.829557,436.850264
-69.628177,-178.731419,477.631986
-65.427652,-191.691986,530.754545
-46.028470,-207.395763,629.304296
-15.282325,-245.739650,804.058324
28.530905,-296.057264,1010.852445
126.058738,-386.639875,1496.340930
489.769495,-243.187449,2488.677493
505.423740,-315.388286,2487.039891
524.985025,-288.202327,2486.121022
533.337139,-344.181279,2485.407403
542.677034,-352.781523,2485.033746
550.961743,-418.491908,2483.295101
559.132055,-445.210478,2483.070731
561.152744,-435.434640,2482.579735
569.183330,-517.582847,2481.323580
572.486454,-569.008436,2480.289457
583.993811,-714.728381,2478.366245
581.036623,-707.176064,2477.961605
575.265039,-641.992767,2478.267006
567.347143,-591.928359,2477.976872
561.884899,-569.655802,2478.488960
559.558670,-581.464700,2477.604829
562.185607,-634.501534,2476.983867
561.872754,-637.252393,2477.271093
559.349668,-632.551240,2476.671569
559.816565,-631.599665,2477.626171
560.055209,-655.968913,2477.424272
559.359271,-653.686685,2477.406786
559.154305,-647.854297,2477.230775
558.775975,-646.461523,2477.181614
560.015544,-643.955229,2476.816027
559.995166,-645.308120,2476.647356
561.352185,-662.197116,2474.909786
561.921139,-669.315001,2473.657681
561.803893,-661.884766,2473.816612
561.633590,-660.356001,2473.670083
562.067556,-660.720366,2474.323156
561.949977,-653.727412,2473.822403
562.052950,-650.799499,2473.853062
562.350891,-655.559531,2473.914213
562.852149,-661.032684,2473.383231
563.167507,-658.202172,2472.741863
563.880484,-670.331303,2472.153141
563.718371,-668.323160,2472.646403
563.627722,-668.114152,2472.780256
563.895445,-664.217252,2471.990266
564.073728,-658.262509,2471.129701
563.925147,-647.628928,2469.784202
563.815145,-637.532228,2470.452674
563.441679,-628.928519,2470.325332
563.613237,-623.814791,2470.620720
563.599845,-628.026772,2470.298794
563.114403,-622.266156,2469.889547
563.035848,-612.161416,2471.123050
562.912997,-604.539314,2472.404590
563.188554,-604.871621,2471.941597
562.797530,-600.378563,2471.506676
562.454277,-602.115273,2470.988738
562.329036,-594.443563,2470.858165
562.129045,-585.285760,2469.688269
561.791016,-580.659041,2472.002297
561.586846,-572.470841,2472.855332
561.574093,-570.345320,2473.516396
561.161753,-563.795462,2474.249506
561.220057,-558.426376,2473.793095
560.814648,-545.701446,2473.744728
560.653998,-540.321618,2474.767193
560.702538,-538.837425,2475.018709
561.021780,-539.242851,2475.287166
560.798632,-532.379242,2474.665613
561.012813,-540.943067,2475.301146
560.986378,-543.738283,2475.125898
560.971499,-543.935243,2474.809320
561.076450,-543.967417,2474.451813
561.168831,-547.939632,2475.284552
560.775098,-536.809912,2476.036800
560.388804,-532.125267,2476.831991
560.696332,-543.261511,2476.780505
560.780322,-534.987031,2476.609581
