763.074231,2439.245958
819.791023,2518.558278
891.351425,2500.124445
924.332587,2402.396828
904.449528,2512.245824
1046.225197,2427.022083
920.951093,2404.140241
804.512922,2515.939019
858.691238,2412.623149
853.300283,2399.519688
1082.452636,2443.447754
1037.615550,2440.040829
1050.626303,2289.339939
998.830687,2496.563549
1018.365367,2425.506372
1101.365537,2462.524200
1119.479619,2520.106292
1024.952509,2514.201090
1116.769203,2447.209770
1167.041938,2348.273333
1228.133206,2436.173532
1171.868037,2415.774071
1106.119098,2351.683970
1092.507758,2378.075010
1130.089243,2414.291483
1056.352349,2464.147621
1077.048773,2379.859781
1153.039522,2441.892102
1144.704197,2324.893850
933.334537,2365.062351
1096.744039,2466.036711
971.355229,2392.577073
1168.150762,2180.255566
1045.048306,2362.054994
1101.313402,2409.984887
1181.785409,2422.182408
1181.707249,2387.351417
1207.639402,2422.144580
1202.594653,2387.268215
1248.156129,2315.552408
2257.693537,1404.087709
2256.284811,1368.103631
2229.860954,1364.486368
2139.184057,1392.011987
2353.910408,1334.561717
2348.939954,1335.727323
2392.015720,1327.094718
2317.223191,1455.477540
2305.125548,1359.336326
2304.423857,1391.256516
2359.345300,1381.262125
2403.784062,1322.819718
2424.328970,1455.665243
2210.325748,1429.084823
2264.953183,1363.500300
2408.719483,1387.302300
2275.163402,1445.865145
1934.163163,1276.901675
2314.530337,1448.365577
2353.363189,1406.261981
2300.152344,1368.391604
2498.146873,1341.165310
2375.999764,1316.799136
2400.945234,1237.060930
2385.458861,1273.722952
2444.615402,1272.858834
2505.580830,1347.182756
2350.245774,1357.862915
2391.134115,1383.428166
2268.095459,1347.616272
2329.193085,1381.062419
2319.059117,1440.889422
2253.799722,1263.076229
2433.588927,1337.038471
2328.426331,1348.683171
2381.253127,1363.511459
2297.182068,1390.753839
2312.276159,1412.078741
2284.048503,1375.641179
2403.283111,1443.021812
1667.502637,2004.936722
1784.576639,1998.206311
1695.920797,1963.473432
1793.759897,1917.094034
1742.576088,1993.834682
1898.366019,1926.816268
1866.900922,1861.340549
1809.442600,1880.489440
1848.330811,1903.173570
1744.920339,1837.254905
1749.920528,1857.660590
1899.199744,1905.185198
1001.515962,1040.322221
1884.511825,1778.989606
1755.477439,1896.150467
1857.020687,1830.074689
1913.585780,1833.373254
1824.088729,1824.513665
1870.875851,1827.104458
1888.835981,1764.836537
1820.583544,1761.337188
1987.026370,1806.693604
2004.957283,1743.867832
2001.580165,1724.216123
1905.022782,1817.338332
2037.760345,1735.317577
1995.835784,1735.924675
1946.669347,1731.370543
1860.267595,1714.083491
2023.275556,1664.715812
2072.350486,1658.644841
2068.785515,1598.260859
1912.563243,1743.023535
2026.783094,1599.738248
2002.576799,1674.233684
2098.563494,1553.743319
1982.414619,1594.409570
1893.051810,1617.268012
2092.955692,1583.418987
1993.815289,1702.861572
2106.710118,1351.687841
2254.025684,1384.032962
2251.275535,1416.948239
2252.606757,1452.531837
2229.407932,1380.780168
2275.425137,1458.333415
2186.841468,1485.110152
2258.045446,1477.565362
2214.333792,1529.574044
2183.783774,1501.499394
2271.452207,1598.194746
2267.756865,1554.567348
2253.208150,1562.418690
2207.031591,1584.863965
2231.721533,1525.297056
2116.044639,1488.153014
2244.337004,1568.799185
2163.321983,1692.226342
2186.490031,1654.979805
