225
1.000000,0.000000,0.000000;3942.439372,853.743686,1347.060885;91
0.707107,0.000000,0.707107;3238.621662,2636.474187,1823.655331;156
0.000000,0.857493,0.514496;2208.414036,3902.913163,1638.264836;55
0.989949,0.141421,0.000000;2809.995997,5132.810374,1368.659788;158
0.408248,0.408248,0.816497;2710.805428,4789.429442,1577.984224;120
0.857493,0.514496,0.000000;2832.137643,5088.630105,1395.280991;154
0.000000,0.948683,0.316228;2413.925066,5426.453834,1414.199799;137
0.973329,0.162221,0.162221;3963.919674,2342.085292,1289.565516;123
0.182574,0.912871,0.365148;2554.262246,5438.403981,1348.977191;158
0.196116,0.784465,0.588348;3563.337725,3266.604872,1480.375630;140
0.000000,1.000000,0.000000;3220.949844,4340.930757,1099.326308;169
0.000000,0.707107,0.707107;2415.393892,5465.605998,1419.335261;165
0.316228,0.948683,0.000000;2591.110782,5533.006963,1310.681801;165
0.408248,0.408248,0.816497;2589.214662,3453.257658,1866.760768;109
0.989949,0.141421,0.000000;4068.202129,2162.345412,1056.414858;151
0.000000,0.857493,0.514496;2642.318540,3746.697480,1762.363372;133
0.196116,0.588348,0.784465;3194.114823,2584.223898,1766.222204;161
0.365148,0.182574,0.912871;2646.289496,3439.644753,1870.155402;133
1.000000,0.000000,0.000000;3356.090786,2440.970246,1757.759311;94
0.989949,0.000000,0.141421;3977.630787,2132.482682,1373.446056;166
0.784465,0.196116,0.588348;2919.628576,5025.541243,1395.863954;173
0.000000,0.707107,0.707107;2528.539100,3641.385912,1823.324009;133
0.196116,0.588348,0.784465;3513.535894,3151.643004,1534.653056;140
0.365148,0.912871,0.182574;2589.413512,3547.257940,1806.241295;109
0.514496,0.000000,0.857493;3672.702122,1180.238386,1603.608870;118
0.000000,0.000000,1.000000;532.290925,-260.684380,2473.639332;100
0.141421,0.989949,0.000000;2484.722704,5580.410425,1245.774966;182
0.857493,0.000000,0.514496;3804.894199,1412.546987,1573.154373;118
0.000000,1.000000,0.000000;3148.876255,4283.509029,1050.870185;180
0.707107,0.707107,0.000000;2661.005924,5357.050506,1290.019564;173
0.182574,0.912871,0.365148;2557.985614,5545.114544,1301.971284;182
0.948683,0.316228,0.000000;3920.550887,2833.070656,1364.781616;166
0.182574,0.365148,0.912871;3647.811884,3132.503472,1505.115250;124
0.316228,0.948683,0.000000;2544.195958,5545.899579,1242.353070;182
0.514496,0.857493,0.000000;2624.921172,5560.203239,1258.269818;182
0.948683,0.316228,0.000000;2748.541504,5295.619692,1333.308355;173
0.514496,0.857493,0.000000;3752.452405,3234.954296,1331.020859;124
0.000000,0.857493,0.514496;2409.426313,5424.622153,1417.853694;165
0.857493,0.000000,0.514496;3957.773319,1985.402494,1414.060567;189
0.707107,0.000000,0.707107;3774.822899,1543.757179,1590.310835;118
0.141421,0.000000,0.989949;3493.918297,2868.088616,1670.332402;202
0.514496,0.000000,0.857493;3741.255408,2713.663218,1528.146597;202
0.707107,0.707107,0.000000;3777.454351,3148.465029,1373.137833;140
0.912871,0.365148,0.182574;501.687984,222.815517,2496.515515;101
0.514496,0.857493,0.000000;3656.181993,3321.152835,1321.089086;206
0.000000,0.857493,0.514496;2448.940339,5536.316695,1353.303223;204
0.857493,0.514496,0.000000;3814.177196,3123.956402,1339.775648;140
0.989949,0.141421,0.000000;3949.546158,1662.613024,1354.502849;170
0.408248,0.408248,0.816497;3780.402525,2885.750777,1496.391951;166
0.000000,0.989949,0.141421;3670.830956,3424.243924,1319.042076;206
0.707107,0.707107,0.000000;3899.873012,3002.925320,1253.008994;145
0.196116,0.784465,0.588348;2549.770452,5534.849564,1319.884607;182
0.426401,0.639602,0.639602;2478.603577,4760.994609,1593.464252;57
0.588348,0.196116,0.784465;2716.391849,3416.941415,1841.082418;183
0.639602,0.426401,0.639602;2852.627085,5134.023807,1418.602281;175
63
42
163
213
101
66
50
35
31
32
55
222
57
204
182
67
51
30
187
183
131
110
224
173
156
68
141
129
100
169
147
180
198
85
86
94
161
202
192
115
219
144
122
75
77
76
211
166
206
216
118
134
189
208
145
177
194
217
108
123
170
91
151
135
